potencial,negocio,nicho,cidade,perfil_cidade,site,nota_site,builder,booking,ano_copyright,instagram,seguidores_ig,emails,diagnostico_site,como_abordar,screenshot
"2","Best Dentist In Miami & Boca Raton, FL","odontologia","Boca Raton, FL","Afluente","drilldentalbar.com","8","WordPress","sim","","@drill.dental","1,371","","hero em video com tipografia fina e navegacao limpa, visual de agencia; 3 unidades Miami, Boca Raton e Coral Springs","NAO abordar para venda: o site ja e bom (ou e rede/agregador). Use so para seguir e comentar, para entrar no grafo do nicho.","prospeccao/fotos/drilldentalbar.com.png"
"2","Best Mobile Dog Groomer","pet grooming","Orlando, FL","Média","zoomingroomin.com","8","WordPress","sim","","","","","Moderno; escala nacional","NAO abordar para venda: o site ja e bom (ou e rede grande com agencia). Use so para seguir e comentar, para entrar no grafo do nicho.","prospeccao/fotos/zoomingroomin.com.png"
"2","Full-Service Pool Co. in FL, TX, GA, SC,","piscina","Naples, FL","Afluente","pooltroopers.com","4","WordPress","nao","2025","@pooltroopers","1,908","","rede em FL, TX, GA, SC e AZ com busca por CEP, mascote clipart e 20.000 clientes; 70+ anos, nao decide local","NAO abordar para venda: o site ja e bom (ou e rede/agregador). Use so para seguir e comentar, para entrar no grafo do nicho.","prospeccao/fotos/pooltroopers.com.png"
"2","Custom Pool Builder Frisco TX","piscina","Frisco, TX","Afluente","prestigepp.com","9","custom/desconhecido","nao","2026","@prestigepoolandpatio","18K","info@prestigepp.com","hero elegante com serifada Didone, horario de funcionamento no header, layout autoral; site premium recem-feito","NAO abordar para venda: o site ja e bom (ou e rede/agregador). Use so para seguir e comentar, para entrar no grafo do nicho.","prospeccao/fotos/prestigepp.com.png"
"2","Frisco Pool Builders — Custom In-Ground ","piscina","Frisco, TX","Afluente","northtexascustompools.net","9","custom/desconhecido","nao","2025","","","hello@northtexascustompools.net / jennifer@email.com","hero escuro com serifada italica e barra de metricas, design autoral; telefone 469-555-0100 fictício sugere site demo","NAO abordar para venda: o site ja e bom (ou e rede/agregador). Use so para seguir e comentar, para entrar no grafo do nicho.","prospeccao/fotos/northtexascustompools.net.png"
"2","Nashville Roofing Company","roofing","Nashville, TN","Média","billraganroofing.com","9","custom/desconhecido","nao","2026","@billraganroofing","482","","Site forte estilo HubSpot com calculadora","NAO abordar para venda: o site ja e bom (ou e rede grande com agencia). Use so para seguir e comentar, para entrar no grafo do nicho.","prospeccao/fotos/billraganroofing.com.png"
"2","Nashville Roof Repair & Replacement","roofing","Nashville, TN","Média","nashvilleroofingco.com","8","WordPress","sim","2026","@nashroofingco","694","info@nashvilleroofingco.com","Moderno forte","NAO abordar para venda: o site ja e bom (ou e rede grande com agencia). Use so para seguir e comentar, para entrar no grafo do nicho.","prospeccao/fotos/nashvilleroofingco.com.png"
"2","Roofing Services in Naples, FL","roofing","Naples, FL","Afluente","kellyroofing.com","8","WordPress","nao","2026","@kellyroofingflorida","810","mail@kellyroofing.com","site profissional com hero drone e barra de provas; 50+ anos, 60.000 telhados, varias service areas","NAO abordar para venda: o site ja e bom (ou e rede/agregador). Use so para seguir e comentar, para entrar no grafo do nicho.","prospeccao/fotos/kellyroofing.com.png"
"2","Roofing Contractor for Residential & Com","roofing","Frisco, TX","Afluente","appleroof.com","7","WordPress","nao","2026","@appleroofing","1,804","info@appleroof.com","site moderno com menu FIND A LOCATION e CAREERS, telefone 913 do Kansas; rede regional multi-unidades, nao decide local","NAO abordar para venda: o site ja e bom (ou e rede/agregador). Use so para seguir e comentar, para entrar no grafo do nicho.","prospeccao/fotos/appleroof.com.png"
"2","Roof Replacement & Repair in Denton Coun","roofing","Frisco, TX","Afluente","roofdog.com","9","custom/desconhecido","nao","2025","@roofdog_roofing","143","woof@roofdog.com","hero split moderno, paleta navy e dourado, metricas 500+ roofs e A+ BBB; site claramente feito por agencia, nada a vender","NAO abordar para venda: o site ja e bom (ou e rede/agregador). Use so para seguir e comentar, para entrar no grafo do nicho.","prospeccao/fotos/roofdog.com.png"
"2","Luxury Hair Salon in Boca Raton","salao","Boca Raton, FL","Afluente","salonsora.com","9","custom/desconhecido","sim","2026","@salonsora","4,752","","site profissional escuro com serifada elegante, popup de oferta 149 dolares e captura de lead; ja tem agencia","NAO abordar para venda: o site ja e bom (ou e rede/agregador). Use so para seguir e comentar, para entrar no grafo do nicho.","prospeccao/fotos/salonsora.com.png"
"2","Ultrashade Tattoos","tattoo","Columbus, OH","Média","ultrashadetattoos.com","8","Squarespace","sim","","@ultrashadetattoos","6,756","ultrashadetattoos@gmail.com","Site premium chique","NAO abordar para venda: o site ja e bom (ou e rede grande com agencia). Use so para seguir e comentar, para entrar no grafo do nicho.","prospeccao/fotos/ultrashadetattoos.com.png"
"1","Tidal Wave Auto Spa","car wash","Orlando, FL","Média","tidalwaveautospa.com","8","WordPress","nao","2026","@tidalwaveautospa","4,431","","Corporacao 200+ unidades","NAO abordar para venda: o site ja e bom (ou e rede grande com agencia). Use so para seguir e comentar, para entrar no grafo do nicho.","prospeccao/fotos/tidalwaveautospa.com.png"
"1","Autobell® Car Wash","car wash","Charlotte, NC","Média","autobell.com","7","custom/desconhecido","nao","","@AutoBellCarWash","6,132","","Corporacao 75+ unidades","NAO abordar para venda: o site ja e bom (ou e rede grande com agencia). Use so para seguir e comentar, para entrar no grafo do nicho.","prospeccao/fotos/autobell.com.png"
"1","403 Forbidden","hvac","Alpharetta, GA","Afluente","anytimehvac.com","1","custom/desconhecido","nao","","","","","nao e negocio real: pagina de erro 403 Forbidden do nginx, site fora do ar","NAO abordar para venda: o site ja e bom (ou e rede/agregador). Use so para seguir e comentar, para entrar no grafo do nicho.","prospeccao/fotos/anytimehvac.com.png"
"1","Landscaping Company in Bellevue, WA","landscaping","Bellevue, WA","Afluente","lawncarebellevuewa.com","5","custom/desconhecido","sim","","","","contact@lawncarebellevuewa.com","nao e negocio real: gerador de leads que 'conecta voce a contratados', com selos TCPA Compliance e Comodo","NAO abordar para venda: o site ja e bom (ou e rede/agregador). Use so para seguir e comentar, para entrar no grafo do nicho.","prospeccao/fotos/lawncarebellevuewa.com.png"
"1","Just a moment...","med spa","Scottsdale, AZ","Afluente","medspascout.com","1","custom/desconhecido","nao","","","","","nao e negocio real: pagina de verificacao Cloudflare Just a moment","NAO abordar para venda: o site ja e bom (ou e rede/agregador). Use so para seguir e comentar, para entrar no grafo do nicho.","prospeccao/fotos/medspascout.com.png"
"1","VIO Med Spa","med spa","Boca Raton, FL","Afluente","viomedspa.com","8","WordPress","sim","","@viomedspa","14K","info@viomedspa.com","franquia nacional VIO com menu LOCATIONS, FIND YOUR VIO e ClubVIO; site de marca ja profissional, nao e venda","NAO abordar para venda: o site ja e bom (ou e rede/agregador). Use so para seguir e comentar, para entrar no grafo do nicho.","prospeccao/fotos/viomedspa.com.png"
"1","South Florida Wellness","med spa","Boca Raton, FL","Afluente","sflwellness.com","6","WordPress","nao","2026","@sflwellnessguide","4","","nao e negocio real: diretorio de med spas com Add Listing, Best of Lists e busca por servico","NAO abordar para venda: o site ja e bom (ou e rede/agregador). Use so para seguir e comentar, para entrar no grafo do nicho.","prospeccao/fotos/sflwellness.com.png"
"1","Attention Required!","odontologia","Boca Raton, FL","Afluente","harrisdentistrybocaraton.com","1","custom/desconhecido","nao","","","","","nao e negocio real: pagina de bloqueio do Cloudflare, Sorry you have been blocked","NAO abordar para venda: o site ja e bom (ou e rede/agregador). Use so para seguir e comentar, para entrar no grafo do nicho.","prospeccao/fotos/harrisdentistrybocaraton.com.png"
"1","","odontologia","Boca Raton, FL","Afluente","smilegeneration.com","1","custom/desconhecido","nao","","","","","nao e negocio real: pagina de erro de geobloqueio em texto puro, e ainda e rede nacional Smile Generation","NAO abordar para venda: o site ja e bom (ou e rede/agregador). Use so para seguir e comentar, para entrar no grafo do nicho.","prospeccao/fotos/smilegeneration.com.png"
"1","Pool Service","piscina","Scottsdale, AZ","Afluente","asppoolco.com","7","custom/desconhecido","sim","2026","@asppoolco","2,461","","franquia nacional ASP com Own a Franchise, Find Your Location e busca por CEP; nao e negocio local","NAO abordar para venda: o site ja e bom (ou e rede/agregador). Use so para seguir e comentar, para entrar no grafo do nicho.","prospeccao/fotos/asppoolco.com.png"
"1","Pool Service Scout","piscina","Scottsdale, AZ","Afluente","poolservicescout.com","4","custom/desconhecido","nao","2026","","","","nao e negocio real: diretorio agregador com 7.213 empresas em 52 estados e mascote de clipart","NAO abordar para venda: o site ja e bom (ou e rede/agregador). Use so para seguir e comentar, para entrar no grafo do nicho.","prospeccao/fotos/poolservicescout.com.png"
"1","Roof.info: Shingles, Roofing, Gutters an","roofing","Nashville, TN","Média","roof.info","2","custom/desconhecido","nao","2005","","","","nao e negocio real: portal de conteudo sobre telhas com sidebar de links, busca Google e banner de anuncio, copyright 2005","NAO abordar para venda: o site ja e bom (ou e rede/agregador). Use so para seguir e comentar, para entrar no grafo do nicho.","prospeccao/fotos/roof.info.png"
"1","Attention Required!","roofing","Naples, FL","Afluente","superpages.com","1","custom/desconhecido","nao","","","","","nao e negocio real: diretorio nacional, tela Cloudflare Sorry, you have been blocked","NAO abordar para venda: o site ja e bom (ou e rede/agregador). Use so para seguir e comentar, para entrar no grafo do nicho.","prospeccao/fotos/superpages.com.png"
"1","Country Blocked","roofing","Frisco, TX","Afluente","wbroofing.com","1","custom/desconhecido","nao","","","","","nao e negocio real: pagina de erro Country Blocked, acesso proibido, sem conteudo visivel","NAO abordar para venda: o site ja e bom (ou e rede/agregador). Use so para seguir e comentar, para entrar no grafo do nicho.","prospeccao/fotos/wbroofing.com.png"
"1","Miami Mag","salao","Boca Raton, FL","Afluente","miamimag.org","7","custom/desconhecido","nao","2026","","","hello@miamimag.org / m.garcia@miamimag.org","nao e negocio real: revista/portal de listas Miami's Best com autores, Join Now e banner de anuncio","NAO abordar para venda: o site ja e bom (ou e rede/agregador). Use so para seguir e comentar, para entrar no grafo do nicho.","prospeccao/fotos/miamimag.org.png"
